transaction_id,customer_id,customer_age_days,lifetime_value,previous_success_rate,average_order_value,previous_recovery_successes,days_since_last_purchase,amount,event_type,failure_reason,timestamp,time_of_day,day_of_week,attempts_so_far,last_contact_time,opted_out,allowed_interventions,intervention,recovered,recovered_amount,time_to_recovery_hours,previous_payment_failures
TXN000379,CUST00553,477,7408.31,0.5,299.39,0,10,475.41,payment_failed,otp_timeout,2026-06-06T20:29:23.462324,20,5,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000380,CUST01046,359,1288.98,0.5,100.0,0,77,71.51,payment_failed,otp_timeout,2026-06-06T21:03:00.504969,21,5,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000381,CUST00708,714,10098.33,1.0,146.9,1,5,151.71,checkout_abandoned,insufficient_funds,2026-06-06T21:04:08.594155,21,5,0,2026-06-01T10:57:54.626690,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,151.71,5.22,0
TXN000382,CUST01182,1036,9539.83,0.5,215.33,0,58,187.46,payment_failed,otp_timeout,2026-06-06T22:42:07.094500,22,5,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000383,CUST00801,453,238.74,0.5,813.01,0,74,696.69,payment_failed,otp_timeout,2026-06-06T23:06:11.982483,23,5,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,696.69,14.94,0
TXN000384,CUST00902,329,11362.12,0.5,498.99,0,15,238.54,payment_failed,otp_timeout,2026-06-07T00:19:00.675675,0,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,238.54,10.71,0
TXN000385,CUST00569,857,12168.67,0.5,252.22,0,87,343.36,checkout_abandoned,insufficient_funds,2026-06-07T01:19:03.520914,1,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,343.36,0.3,0
TXN000386,CUST01479,625,2008.76,0.5,158.21,0,19,191.7,payment_failed,price_hesitation,2026-06-07T01:38:41.101484,1,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000387,CUST00544,1246,4654.01,0.0,238.6,0,77,321.09,payment_failed,price_hesitation,2026-06-07T01:44:12.564650,1,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,1
TXN000388,CUST00758,192,3197.92,0.5,229.05,0,58,95.83,payment_failed,price_hesitation,2026-06-07T02:04:31.549168,2,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,True,95.83,7.31,0
TXN000389,CUST01013,472,1006.09,0.0,556.61,0,13,393.71,payment_failed,otp_timeout,2026-06-07T02:30:57.656298,2,6,0,2026-06-05T20:47:06.976659,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,1
TXN000390,CUST00618,92,96937.34,1.0,677.09,1,4,636.35,payment_failed,gateway_error,2026-06-07T02:35:24.904709,2,6,0,2026-06-03T01:29:48.597410,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,636.35,11.12,0
TXN000391,CUST01268,1429,2024.52,0.5,348.52,0,35,373.27,checkout_abandoned,insufficient_funds,2026-06-07T03:44:05.078616,3,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000392,CUST01446,1407,108435.87,0.0,332.2,0,83,607.59,payment_failed,bank_decline,2026-06-07T04:19:44.817423,4,6,0,2026-06-05T14:41:56.084389,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,2
TXN000393,CUST00188,358,5307.69,0.5,100.0,0,109,67.59,payment_failed,insufficient_funds,2026-06-07T04:22:01.529608,4,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000394,CUST00261,256,912.52,0.5,194.66,0,17,267.11,payment_failed,price_hesitation,2026-06-07T04:26:51.284825,4,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,267.11,4.68,0
TXN000395,CUST00088,1151,3459.86,0.5,716.67,0,90,709.37,checkout_abandoned,price_hesitation,2026-06-07T04:33:27.322359,4,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,709.37,5.86,0
TXN000396,CUST01261,1387,2653.16,0.5,563.18,0,5,789.63,payment_failed,price_hesitation,2026-06-07T04:49:47.375133,4,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,789.63,2.24,0
TXN000397,CUST00173,1083,5127.84,0.5,397.53,0,15,276.37,checkout_abandoned,insufficient_funds,2026-06-07T04:52:53.241057,4,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,276.37,4.55,0
TXN000398,CUST01470,1346,10923.9,0.5,508.27,0,31,606.34,checkout_abandoned,otp_timeout,2026-06-07T04:59:34.963158,4,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000399,CUST00830,369,876.76,0.5,600.35,0,16,678.99,checkout_abandoned,price_hesitation,2026-06-07T05:16:16.792538,5,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000400,CUST00096,360,3158.36,0.5,277.84,0,102,337.75,payment_failed,otp_timeout,2026-06-07T05:21:05.793409,5,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000401,CUST01171,946,2076.63,0.0,117.22,0,53,73.99,checkout_abandoned,insufficient_funds,2026-06-07T05:32:46.804771,5,6,0,2026-06-05T13:11:07.521378,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,1
TXN000402,CUST01460,1185,50678.54,1.0,225.89,1,2,326.31,checkout_abandoned,insufficient_funds,2026-06-07T05:38:21.398680,5,6,0,2026-06-04T07:43:48.149185,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000403,CUST01421,1492,3410.5,0.5,896.83,0,47,1775.95,payment_failed,bank_decline,2026-06-07T05:53:26.447789,5,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000404,CUST01421,1492,3410.5,0.0,896.83,0,47,793.04,checkout_abandoned,otp_timeout,2026-06-07T05:55:38.252815,5,6,1,2026-06-07T05:53:26.447789,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,1
TXN000405,CUST01088,976,5134.12,0.5,180.3,0,73,365.62,payment_failed,bank_decline,2026-06-07T06:08:47.699993,6,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000406,CUST01405,234,6078.42,0.5,1111.28,0,60,1109.24,checkout_abandoned,gateway_error,2026-06-07T06:14:08.249256,6,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,1109.24,2.87,0
TXN000407,CUST00655,799,7339.22,0.5,100.0,0,67,115.86,payment_failed,insufficient_funds,2026-06-07T06:50:34.508391,6,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000408,CUST00467,894,7345.92,0.0,286.04,0,21,339.45,payment_failed,otp_timeout,2026-06-07T06:54:33.867833,6,6,0,2026-06-05T10:35:18.163240,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,1
TXN000409,CUST00238,463,4904.4,0.5,109.35,0,34,116.75,payment_failed,price_hesitation,2026-06-07T07:36:38.177842,7,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,116.75,6.78,0
TXN000410,CUST00504,411,1824.41,0.5,232.47,0,107,500.63,checkout_abandoned,price_hesitation,2026-06-07T08:00:49.887516,8,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000411,CUST00295,781,1598.55,0.5,232.31,0,94,162.32,checkout_abandoned,gateway_error,2026-06-07T08:02:53.069558,8,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,162.32,4.17,0
TXN000412,CUST00201,1362,1893.71,0.5,279.1,0,112,390.96,payment_failed,otp_timeout,2026-06-07T08:06:45.668621,8,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000413,CUST00066,1358,5159.7,0.0,501.95,0,37,383.27,payment_failed,insufficient_funds,2026-06-07T08:18:19.931814,8,6,0,2026-06-04T02:16:08.653694,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,1
TXN000414,CUST00095,433,6922.96,0.0,411.5,0,48,498.89,payment_failed,gateway_error,2026-06-07T08:22:29.552029,8,6,1,2026-06-06T19:41:25.383352,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,498.89,11.22,2
TXN000415,CUST00589,1265,3353.38,0.5,144.66,0,80,117.47,payment_failed,price_hesitation,2026-06-07T08:59:54.346399,8,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000416,CUST00967,476,6455.85,0.5,214.02,0,38,150.7,checkout_abandoned,price_hesitation,2026-06-07T09:27:28.357469,9,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000417,CUST01024,1233,10284.06,0.5,441.9,0,30,359.47,checkout_abandoned,otp_timeout,2026-06-07T09:47:30.282035,9,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000418,CUST00990,514,2593.97,0.5,338.57,0,62,336.71,checkout_abandoned,bank_decline,2026-06-07T10:20:54.866348,10,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000419,CUST01197,1472,15182.26,1.0,582.1,1,5,566.94,payment_failed,otp_timeout,2026-06-07T10:47:03.931253,10,6,0,2026-06-01T22:25:41.547983,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000420,CUST00327,57,8927.16,0.5,1110.3,0,114,1155.16,payment_failed,insufficient_funds,2026-06-07T10:50:05.677639,10,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000421,CUST00059,1024,1172.72,0.5,100.44,0,71,95.04,payment_failed,insufficient_funds,2026-06-07T11:00:31.125519,11,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000422,CUST01441,769,1740.02,0.5,420.51,0,72,504.88,payment_failed,price_hesitation,2026-06-07T11:03:14.213566,11,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000423,CUST01335,1498,9334.0,0.5,283.83,0,26,272.47,payment_failed,otp_timeout,2026-06-07T11:09:34.705930,11,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,272.47,7.13,0
TXN000424,CUST00553,477,7408.31,0.0,299.39,0,10,407.35,payment_failed,insufficient_funds,2026-06-07T11:19:54.028218,11,6,1,2026-06-06T20:29:23.462324,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,407.35,6.05,1
TXN000425,CUST01303,1343,4551.54,0.5,127.57,1,1,101.39,payment_failed,insufficient_funds,2026-06-07T11:27:40.933414,11,6,0,2026-06-05T15:09:11.018278,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,1
TXN000426,CUST01089,213,14140.63,0.5,253.07,0,70,174.62,checkout_abandoned,gateway_error,2026-06-07T11:28:47.971295,11,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,174.62,13.02,0
TXN000427,CUST00459,159,7779.28,0.5,433.72,0,22,391.85,payment_failed,insufficient_funds,2026-06-07T11:30:36.306341,11,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000428,CUST01418,1291,6981.4,1.0,380.85,1,5,219.73,checkout_abandoned,otp_timeout,2026-06-07T11:57:14.793362,11,6,0,2026-06-02T03:53:29.238304,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,219.73,7.28,0
TXN000429,CUST01097,1133,13710.3,0.0,220.96,0,81,275.78,payment_failed,otp_timeout,2026-06-07T13:16:11.413344,13,6,0,2026-06-06T07:53:20.796361,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,2
TXN000430,CUST01223,981,446.57,0.5,264.0,0,17,139.56,payment_failed,otp_timeout,2026-06-07T13:16:48.658980,13,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,139.56,8.27,0
TXN000431,CUST01353,1373,3685.94,0.5,316.26,0,93,260.02,payment_failed,price_hesitation,2026-06-07T13:20:41.442446,13,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000432,CUST00775,1426,1459.15,0.0,208.54,0,106,358.13,payment_failed,bank_decline,2026-06-07T13:37:05.749182,13,6,0,2026-06-03T04:41:00.442059,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,1
TXN000433,CUST00748,470,1022.65,0.5,1117.49,0,11,1279.98,checkout_abandoned,otp_timeout,2026-06-07T13:44:04.230845,13,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,1279.98,11.51,0
TXN000434,CUST00547,887,10181.11,0.5,945.38,0,109,506.92,payment_failed,insufficient_funds,2026-06-07T14:57:48.155694,14,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,506.92,13.91,0
TXN000435,CUST00032,139,1609.09,0.5,495.26,0,79,779.71,payment_failed,insufficient_funds,2026-06-07T15:09:27.765945,15,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000436,CUST00330,820,1253.97,0.5,120.61,0,85,111.35,checkout_abandoned,price_hesitation,2026-06-07T15:26:11.744839,15,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,111.35,41.97,0
TXN000437,CUST00419,759,4935.34,0.5,232.5,0,66,297.07,payment_failed,insufficient_funds,2026-06-07T16:03:43.668281,16,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000438,CUST01460,1185,50678.54,0.5,225.89,1,3,212.58,payment_failed,insufficient_funds,2026-06-07T16:22:35.607741,16,6,1,2026-06-07T05:38:21.398680,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,212.58,3.52,1
TXN000439,CUST00171,135,2661.11,0.0,504.51,0,25,656.45,payment_failed,insufficient_funds,2026-06-07T16:29:19.918058,16,6,0,2026-06-06T03:18:46.409950,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,2
TXN000440,CUST00330,820,1253.97,1.0,120.61,1,0,129.63,checkout_abandoned,price_hesitation,2026-06-07T16:33:54.170572,16,6,1,2026-06-07T15:26:11.744839,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,129.63,1.08,0
TXN000441,CUST00731,628,8611.8,0.5,519.53,0,102,396.15,payment_failed,insufficient_funds,2026-06-07T18:02:33.333868,18,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,True,396.15,7.85,0
TXN000442,CUST00932,386,8865.54,0.5,424.58,0,27,449.54,payment_failed,price_hesitation,2026-06-07T18:13:06.061137,18,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,449.54,0.68,0
TXN000443,CUST00635,1028,8207.43,0.0,849.99,0,29,976.65,payment_failed,otp_timeout,2026-06-07T18:48:19.601877,18,6,1,2026-06-06T19:10:36.385489,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,1
TXN000444,CUST01321,412,10158.25,0.0,407.97,0,33,649.46,payment_failed,bank_decline,2026-06-07T18:56:53.754930,18,6,0,2026-06-03T06:47:26.185701,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,1
TXN000445,CUST00400,1497,8065.48,0.5,219.04,0,60,133.83,checkout_abandoned,insufficient_funds,2026-06-07T20:48:02.815834,20,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000446,CUST01441,769,1740.02,0.0,420.51,0,72,391.74,checkout_abandoned,insufficient_funds,2026-06-07T21:01:51.638562,21,6,1,2026-06-07T11:03:14.213566,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,1
TXN000447,CUST00097,1024,6428.62,0.5,421.15,0,8,396.07,checkout_abandoned,otp_timeout,2026-06-07T21:39:53.706880,21,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000448,CUST00146,53,1122.83,0.5,646.54,0,48,743.82,checkout_abandoned,bank_decline,2026-06-07T22:00:40.422350,22,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,743.82,6.01,0
TXN000449,CUST00799,664,585.24,0.5,100.0,0,12,128.31,payment_failed,price_hesitation,2026-06-07T22:39:18.893838,22,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000450,CUST00082,241,7180.08,0.0,100.0,0,27,191.1,checkout_abandoned,bank_decline,2026-06-07T22:43:56.828606,22,6,0,2026-06-04T23:44:34.235618,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,1
TXN000451,CUST01203,1142,17015.67,0.5,183.63,0,23,128.3,payment_failed,insufficient_funds,2026-06-07T22:52:12.302583,22,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000452,CUST00039,947,7996.83,0.0,459.69,0,95,692.58,payment_failed,insufficient_funds,2026-06-07T23:30:44.073875,23,6,0,2026-06-02T22:27:57.998874,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,1
TXN000453,CUST00760,264,8062.48,0.5,312.99,0,50,295.55,checkout_abandoned,gateway_error,2026-06-07T23:33:41.589007,23,6,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,295.55,6.15,0
TXN000454,CUST00974,222,1243.93,0.0,308.13,0,80,315.08,payment_failed,insufficient_funds,2026-06-07T23:45:32.529979,23,6,0,2026-06-04T14:18:37.433896,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,315.08,1.62,1
TXN000455,CUST00406,651,34491.75,0.5,743.85,0,90,714.34,payment_failed,price_hesitation,2026-06-08T00:53:48.842737,0,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000456,CUST00324,1462,2124.82,0.5,321.39,0,78,285.13,payment_failed,bank_decline,2026-06-08T00:54:40.277364,0,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000457,CUST01310,786,20724.49,0.5,842.79,0,26,538.75,checkout_abandoned,insufficient_funds,2026-06-08T01:52:10.533595,1,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,538.75,0.61,0
TXN000458,CUST00906,617,372.89,0.5,321.95,0,10,267.3,payment_failed,price_hesitation,2026-06-08T01:53:12.877416,1,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000459,CUST00359,1123,23833.09,0.0,752.5,0,27,408.62,checkout_abandoned,insufficient_funds,2026-06-08T02:08:59.544863,2,0,0,2026-06-04T05:46:01.289504,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,1
TXN000460,CUST01067,961,853.02,0.5,628.89,0,110,1008.06,checkout_abandoned,price_hesitation,2026-06-08T02:13:27.212506,2,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000461,CUST00646,691,1422.7,1.0,448.58,1,5,634.06,payment_failed,price_hesitation,2026-06-08T02:16:05.130335,2,0,0,2026-06-02T12:41:43.542448,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,634.06,3.65,0
TXN000462,CUST00916,814,705.04,0.5,705.89,0,105,940.41,checkout_abandoned,bank_decline,2026-06-08T02:21:59.964037,2,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000463,CUST01495,647,4990.48,1.0,197.08,1,2,129.75,payment_failed,insufficient_funds,2026-06-08T02:37:12.238731,2,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,129.75,5.79,0
TXN000464,CUST00158,758,4386.28,0.5,338.86,0,43,379.63,checkout_abandoned,price_hesitation,2026-06-08T02:50:11.105508,2,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,379.63,4.68,0
TXN000465,CUST00200,550,3464.43,0.5,108.12,0,21,116.24,payment_failed,gateway_error,2026-06-08T03:05:45.129425,3,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,116.24,11.13,0
TXN000466,CUST00365,778,3136.41,0.5,599.81,0,38,375.68,checkout_abandoned,bank_decline,2026-06-08T03:30:01.066414,3,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000467,CUST00604,1239,6321.09,0.5,332.12,0,59,246.31,payment_failed,bank_decline,2026-06-08T03:36:24.199763,3,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000468,CUST00367,474,899.66,0.5,769.77,0,26,506.8,payment_failed,insufficient_funds,2026-06-08T03:49:25.296788,3,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000469,CUST00685,1201,10552.71,0.5,338.56,0,51,301.85,payment_failed,otp_timeout,2026-06-08T04:40:31.743911,4,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,False,0.0,,0
TXN000470,CUST01277,1160,4443.98,0.5,631.18,0,98,826.26,checkout_abandoned,gateway_error,2026-06-08T04:44:09.992720,4,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,826.26,3.57,0
TXN000471,CUST00359,1123,23833.09,0.0,752.5,0,27,913.12,checkout_abandoned,insufficient_funds,2026-06-08T04:45:10.984623,4,0,1,2026-06-08T02:08:59.544863,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,2
TXN000472,CUST00521,220,1633.66,0.5,487.14,0,71,507.21,checkout_abandoned,price_hesitation,2026-06-08T04:59:51.319857,4,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,True,507.21,2.83,0
TXN000473,CUST00219,1354,12740.81,0.5,305.56,0,114,349.15,payment_failed,gateway_error,2026-06-08T05:23:33.401999,5,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,reminder,True,349.15,3.29,0
TXN000474,CUST00749,237,703.18,0.5,323.93,0,68,202.34,checkout_abandoned,insufficient_funds,2026-06-08T05:25:25.772258,5,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000475,CUST01042,623,2457.52,0.5,402.75,0,99,344.19,payment_failed,bank_decline,2026-06-08T06:00:06.701110,6,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,344.19,2.48,0
TXN000476,CUST01398,38,6226.74,0.5,407.04,0,43,497.68,payment_failed,bank_decline,2026-06-08T06:35:58.737476,6,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000477,CUST01477,591,4991.44,0.5,299.05,0,20,272.99,payment_failed,otp_timeout,2026-06-08T07:39:29.541473,7,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,False,0.0,,0
TXN000478,CUST00334,690,1080.26,0.5,417.14,0,35,701.37,payment_failed,price_hesitation,2026-06-08T08:36:20.522155,8,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,701.37,0.02,0
TXN000479,CUST01274,1144,5413.52,0.5,784.06,0,85,973.86,payment_failed,insufficient_funds,2026-06-08T09:08:29.898212,9,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,973.86,5.89,0
TXN000480,CUST01054,115,16838.96,0.5,104.58,0,64,117.02,payment_failed,bank_decline,2026-06-08T09:10:56.187995,9,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000481,CUST00514,1438,7042.45,0.5,325.26,0,74,246.68,checkout_abandoned,gateway_error,2026-06-08T09:45:25.162101,9,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,True,246.68,2.16,0
TXN000482,CUST01066,1388,16648.69,1.0,146.16,1,2,66.85,payment_failed,insufficient_funds,2026-06-08T10:16:08.333015,10,0,0,2026-06-06T08:00:55.832710,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,False,0.0,,0
TXN000483,CUST00807,166,4074.78,0.5,146.21,0,17,200.87,payment_failed,price_hesitation,2026-06-08T10:17:58.176437,10,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000484,CUST00829,44,7593.59,0.5,775.99,0,14,846.51,payment_failed,bank_decline,2026-06-08T10:27:42.174131,10,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,846.51,2.35,0
TXN000485,CUST00980,884,1421.19,0.5,234.11,0,51,155.13,payment_failed,price_hesitation,2026-06-08T11:02:05.206247,11,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,155.13,6.83,0
TXN000486,CUST01387,488,1553.06,0.5,797.0,0,12,582.3,payment_failed,insufficient_funds,2026-06-08T11:50:15.997054,11,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,0
TXN000487,CUST00994,794,1613.32,0.0,608.01,0,110,835.37,payment_failed,gateway_error,2026-06-08T12:43:31.175773,12,0,0,2026-06-02T07:23:13.260154,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,True,835.37,6.74,1
TXN000488,CUST01334,800,7354.71,0.5,576.0,0,94,364.72,checkout_abandoned,otp_timeout,2026-06-08T13:07:56.466155,13,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,retry_link,True,364.72,1.63,0
TXN000489,CUST01004,193,16985.07,0.5,384.93,0,103,467.16,payment_failed,gateway_error,2026-06-08T13:14:34.592254,13,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,discount_offer,True,467.16,9.06,0
TXN000490,CUST00204,686,4093.79,0.5,350.92,0,78,314.78,payment_failed,gateway_error,2026-06-08T13:30:41.518910,13,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
TXN000491,CUST00826,1021,693.11,0.0,441.94,0,114,952.27,payment_failed,otp_timeout,2026-06-08T13:42:29.656269,13,0,0,2026-06-04T18:16:33.891825,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,escalate_to_human,False,0.0,,1
TXN000492,CUST01468,1166,44892.17,0.5,1597.01,0,62,987.57,payment_failed,insufficient_funds,2026-06-08T13:45:52.597026,13,0,0,,False,retry_link;reminder;discount_offer;escalate_to_human;no_action,no_action,False,0.0,,0
